"go_id","name_1006","namespace_1003"
"2739","GO:0006885","regulation of pH","biological_process"
"1122","GO:0003723","RNA binding","molecular_function"
"7955","GO:0042981","regulation of apoptotic process","biological_process"
"8681","GO:0045665","negative regulation of neuron differentiation","biological_process"
"4559","GO:0016757","transferase activity, transferring glycosyl groups","molecular_function"
"11830","GO:0072562","blood microparticle","cellular_component"
"2933","GO:0007219","Notch signaling pathway","biological_process"
"8635","GO:0045596","negative regulation of cell differentiation","biological_process"
"5060","GO:0021549","cerebellum development","biological_process"
"2840","GO:0007050","cell cycle arrest","biological_process"
"8006","GO:0043065","positive regulation of apoptotic process","biological_process"
"9440","GO:0048706","embryonic skeletal system development","biological_process"
"8047","GO:0043154","negative regulation of cysteine-type endopeptidase activity involved in apoptotic process","biological_process"
"255","GO:0000981","sequence-specific DNA binding RNA polymerase II transcription factor activity","molecular_function"
"2990","GO:0007389","pattern specification process","biological_process"
"4991","GO:0019904","protein domain specific binding","molecular_function"
"195","GO:0000781","chromosome, telomeric region","cellular_component"
"4732","GO:0018107","peptidyl-threonine phosphorylation","biological_process"
"6276","GO:0032494","response to peptidoglycan","biological_process"
"1445","GO:0004435","phosphatidylinositol phospholipase C activity","molecular_function"
"4597","GO:0016853","isomerase activity","molecular_function"
"2937","GO:0007224","smoothened signaling pathway","biological_process"
"4733","GO:0018108","peptidyl-tyrosine phosphorylation","biological_process"
"2928","GO:0007214","gamma-aminobutyric acid signaling pathway","biological_process"
"77","GO:0000178","exosome (RNase complex)","cellular_component"
"4986","GO:0019899","enzyme binding","molecular_function"
"1734","GO:0004879","ligand-activated sequence-specific DNA binding RNA polymerase II transcription factor activity","molecular_function"
"11194","GO:0070588","calcium ion transmembrane transport","biological_process"
"5564","GO:0030529","ribonucleoprotein complex","cellular_component"
"2760","GO:0006915","apoptotic process","biological_process"
"279","GO:0001078","RNA polymerase II core promoter proximal region sequence-specific DNA binding transcription factor activity involved in negative regulation of transcription","molecular_function"
"1739","GO:0004888","transmembrane signaling receptor activity","molecular_function"
"12689","GO:1902600","hydrogen ion transmembrane transport","biological_process"
"7008","GO:0035091","phosphatidylinositol binding","molecular_function"
"5941","GO:0031625","ubiquitin protein ligase binding","molecular_function"
"7644","GO:0042127","regulation of cell proliferation","biological_process"
"1625","GO:0004713","protein tyrosine kinase activity","molecular_function"
"5396","GO:0030182","neuron differentiation","biological_process"
"9017","GO:0046777","protein autophosphorylation","biological_process"
"4564","GO:0016772","transferase activity, transferring phosphorus-containing groups","molecular_function"
"445","GO:0001755","neural crest cell migration","biological_process"
"2749","GO:0006898","receptor-mediated endocytosis","biological_process"
"7171","GO:0035556","intracellular signal transduction","biological_process"
"2882","GO:0007155","cell adhesion","biological_process"
"8510","GO:0045165","cell fate commitment","biological_process"
"1600","GO:0004674","protein serine/threonine kinase activity","molecular_function"
"11156","GO:0070498","interleukin-1-mediated signaling pathway","biological_process"
"1684","GO:0004812","aminoacyl-tRNA ligase activity","molecular_function"
"2467","GO:0006418","tRNA aminoacylation for protein translation","biological_process"
"8426","GO:0044822","poly(A) RNA binding","molecular_function"
"1598","GO:0004672","protein kinase activity","molecular_function"
"7927","GO:0042826","histone deacetylase binding","molecular_function"
"9337","GO:0048471","perinuclear region of cytoplasm","cellular_component"
"716","GO:0002244","hematopoietic progenitor cell differentiation","biological_process"
"430","GO:0001726","ruffle","cellular_component"
"3606","GO:0009897","external side of plasma membrane","cellular_component"
"4565","GO:0016773","phosphotransferase activity, alcohol group as acceptor","molecular_function"
"530","GO:0001890","placenta development","biological_process"
"1129","GO:0003735","structural constituent of ribosome","molecular_function"
"2168","GO:0005829","cytosol","cellular_component"
"10537","GO:0060441","epithelial tube branching involved in lung morphogenesis","biological_process"
"8526","GO:0045190","isotype switching","biological_process"
"7919","GO:0042802","identical protein binding","molecular_function"
"3704","GO:0010468","regulation of gene expression","biological_process"
"4188","GO:0015629","actin cytoskeleton","cellular_component"
"2228","GO:0005938","cell cortex","cellular_component"
"7735","GO:0042383","sarcolemma","cellular_component"
"3184","GO:0008217","regulation of blood pressure","biological_process"
"1889","GO:0005149","interleukin-1 receptor binding","molecular_function"
"2944","GO:0007250","activation of NF-kappaB-inducing kinase activity","biological_process"
"2492","GO:0006457","protein folding","biological_process"
"2497","GO:0006468","protein phosphorylation","biological_process"
"56","GO:0000139","Golgi membrane","cellular_component"
"2174","GO:0005840","ribosome","cellular_component"
"7736","GO:0042384","cilium assembly","biological_process"
"2782","GO:0006954","inflammatory response","biological_process"
"2955","GO:0007264","small GTPase mediated signal transduction","biological_process"
"7087","GO:0035327","transcriptionally active chromatin","cellular_component"
"2193","GO:0005874","microtubule","cellular_component"
"5489","GO:0030324","lung development","biological_process"
"12044","GO:0090263","positive regulation of canonical Wnt signaling pathway","biological_process"
"2883","GO:0007156","homophilic cell adhesion via plasma membrane adhesion molecules","biological_process"
"1845","GO:0005085","guanyl-nucleotide exchange factor activity","molecular_function"
"2001","GO:0005488","binding","molecular_function"
"2217","GO:0005913","cell-cell adherens junction","cellular_component"
"87","GO:0000209","protein polyubiquitination","biological_process"
"553","GO:0001934","positive regulation of protein phosphorylation","biological_process"
"1731","GO:0004872","receptor activity","molecular_function"
"2462","GO:0006412","translation","biological_process"
"4359","GO:0016192","vesicle-mediated transport","biological_process"
"2056","GO:0005622","intracellular","cellular_component"
"4106","GO:0015179","L-amino acid transmembrane transporter activity","molecular_function"
"4202","GO:0015695","organic cation transport","biological_process"
"4233","GO:0015807","L-amino acid transport","biological_process"
"4903","GO:0019534","toxin transporter activity","molecular_function"
"2020","GO:0005525","GTP binding","molecular_function"
"4400","GO:0016301","kinase activity","molecular_function"
"2132","GO:0005770","late endosome","cellular_component"
"3005","GO:0007420","brain development","biological_process"
"4405","GO:0016310","phosphorylation","biological_process"
"4554","GO:0016740","transferase activity","molecular_function"
"4730","GO:0018105","peptidyl-serine phosphorylation","biological_process"
"2201","GO:0005885","Arp2/3 protein complex","cellular_component"
"1115","GO:0003707","steroid hormone receptor activity","molecular_function"
"9676","GO:0050821","protein stabilization","biological_process"
"1921","GO:0005215","transporter activity","molecular_function"
"356","GO:0001570","vasculogenesis","biological_process"
"8148","GO:0043401","steroid hormone mediated signaling pathway","biological_process"
"2108","GO:0005737","cytoplasm","cellular_component"
"2247","GO:0005975","carbohydrate metabolic process","biological_process"
"2433","GO:0006366","transcription from RNA polymerase II promoter","biological_process"
"4450","GO:0016477","cell migration","biological_process"
"4085","GO:0015101","organic cation transmembrane transporter activity","molecular_function"
"12665","GO:1902475","L-alpha-amino acid transmembrane transport","biological_process"
"4406","GO:0016311","dephosphorylation","biological_process"
"7887","GO:0042742","defense response to bacterium","biological_process"
"2224","GO:0005925","focal adhesion","cellular_component"
"4577","GO:0016799","hydrolase activity, hydrolyzing N-glycosyl compounds","molecular_function"
